price,brand,ram,ram_type,display_size,display_type,pixels,screen_rate,screen_panel,length,width,height,cpu_brand,gpu_brand,hdd,ssd,OS,weight,cpu_point,gpu_point,fingerprint_reader,web_camera
869.0,LENOVO,24.0,DDR4,14.0,FHD,2073600.0,60.0,IPS,324.0,220.7,17.9,AMD,AMD,0.0,1000.0,WINDOWS,1.64,8919.0,1129.0,0.0,1.0
2769.0,DELL,64.0,DDR4,14.0,FHD,2073600.0,60.0,IPS,326.0,226.0,17.6,INTEL,INTEL,0.0,4000.0,WINDOWS,1.52,5002.0,1097.0,1.0,0.0
1079.99,DELL,64.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.5,235.56,16.96,INTEL,INTEL,0.0,512.0,WINDOWS,1.73,7885.0,1435.0,0.0,1.0
3059.0,ASUS,64.0,DDR5,16.0,WQXGA,4096000.0,240.0,IPS,355.0,246.0,19.9,INTEL,NVIDIA,0.0,2000.0,WINDOWS,2.1,19272.0,11933.0,1.0,0.0
1098.0,DELL,64.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,361.0,240.9,18.0,INTEL,INTEL,0.0,1000.0,WINDOWS,1.79,5002.0,1097.0,1.0,0.0
1139.99,LENOVO,16.0,LPDDR4X,16.0,WUXGA,2304000.0,60.0,IPS,357.8,253.9,18.7,AMD,AMD,0.0,2000.0,WINDOWS,2.1,8919.0,1129.0,1.0,0.0
1349.99,LG,16.0,LPDDR5,17.0,QHD+,4096000.0,60.0,IPS,378.7,258.8,17.8,INTEL,INTEL,0.0,2000.0,WINDOWS,1.35,9933.0,1435.0,1.0,0.0
949.99,ACER,36.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,403.5,263.7,20.9,INTEL,INTEL,0.0,1000.0,WINDOWS,2.5,5002.0,1097.0,0.0,1.0
849.99,ACER,20.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,403.5,263.7,20.9,INTEL,INTEL,1000.0,512.0,WINDOWS,2.5,5002.0,1097.0,0.0,1.0
979.0,HP,16.0,DDR4,14.0,HD,1049088.0,60.0,TN,324.0,225.0,17.9,AMD,AMD,0.0,512.0,WINDOWS,1.46,940.0,451.0,0.0,1.0
1109.0,DELL,32.0,DDR4,14.0,FHD+,2304000.0,60.0,IPS,314.0,227.5,15.7,INTEL,INTEL,0.0,2000.0,WINDOWS,1.55,7885.0,1435.0,1.0,0.0
1449.0,MSI,24.0,DDR4,15.6,FHD,2073600.0,144.0,IPS,359.0,249.0,24.9,INTEL,NVIDIA,0.0,1000.0,WINDOWS,2.25,13001.0,8290.0,1.0,0.0
499.0,LENOVO,12.0,DDR4,15.6,FHD,2073600.0,60.0,TN,357.0,235.0,18.9,AMD,AMD,0.0,1000.0,WINDOWS,1.7,7135.0,914.0,1.0,0.0
1879.99,LG,16.0,LPDDR5,17.0,QHD+,4096000.0,60.0,IPS,378.7,258.8,17.8,INTEL,INTEL,0.0,1000.0,WINDOWS,1.35,9933.0,1435.0,0.0,1.0
1829.99,LG,16.0,LPDDR5,17.0,QHD+,4096000.0,60.0,IPS,378.7,258.8,17.8,INTEL,INTEL,0.0,1000.0,WINDOWS,1.35,9933.0,1435.0,0.0,1.0
1699.99,LG,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.0,226.0,16.8,INTEL,INTEL,0.0,1000.0,WINDOWS,1.12,5125.0,1435.0,1.0,0.0
1599.99,LG,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.0,226.0,16.8,INTEL,INTEL,0.0,512.0,WINDOWS,1.12,5125.0,1435.0,1.0,0.0
1009.99,DELL,20.0,DDR4,15.6,FHD,2073600.0,120.0,IPS,358.5,235.56,16.96,INTEL,INTEL,0.0,512.0,WINDOWS,1.73,7885.0,1435.0,1.0,0.0
1349.0,LENOVO,16.0,LPDDR4X,14.0,2.8K,5184000.0,60.0,OLED,313.1,224.9,17.8,INTEL,INTEL,0.0,2000.0,WINDOWS,1.55,7885.0,1435.0,1.0,0.0
1249.0,HP,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.9,228.0,18.4,INTEL,INTEL,0.0,1000.0,WINDOWS,1.82,5481.0,1435.0,1.0,0.0
1449.99,HP,16.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,399.0,259.0,19.8,INTEL,NVIDIA,0.0,512.0,WINDOWS,2.54,7885.0,2373.0,1.0,0.0
679.0,HP,8.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,400.7,257.8,19.9,AMD,AMD,0.0,256.0,WINDOWS,2.38,7135.0,914.0,1.0,0.0
789.99,HP,12.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,415.0,272.0,25.0,INTEL,INTEL,0.0,256.0,WINDOWS,2.45,5002.0,1097.0,0.0,1.0
779.0,LENOVO,24.0,DDR4,14.0,FHD,2073600.0,60.0,IPS,324.2,215.7,19.9,INTEL,INTEL,0.0,2000.0,WINDOWS,1.41,7916.0,1097.0,1.0,0.0
3499.99,MSI,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.1,259.08,24.89,INTEL,NVIDIA,1000.0,512.0,WINDOWS,2.1,12390.0,5294.0,1.0,0.0
869.98,DELL,16.0,DDR4,15.6,FHD,2073600.0,120.0,IPS,358.5,235.56,16.96,INTEL,INTEL,0.0,512.0,WINDOWS,1.73,7885.0,1435.0,1.0,0.0
849.0,HP,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,359.4,236.7,19.8,INTEL,INTEL,0.0,512.0,WINDOWS,1.74,5002.0,1097.0,1.0,0.0
1199.99,DELL,32.0,DDR4,16.0,WUXGA,2304000.0,60.0,IPS,356.78,251.9,15.67,AMD,AMD,0.0,1000.0,WINDOWS,1.97,10523.0,1129.0,1.0,0.0
1639.99,LENOVO,64.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,362.0,246.0,18.4,INTEL,NVIDIA,0.0,1000.0,WINDOWS,1.7,7213.0,2881.0,1.0,0.0
4094.99,HP,32.0,DDR5,17.3,QHD,3686400.0,240.0,IPS,397.25,262.12,27.0,INTEL,NVIDIA,0.0,1000.0,WINDOWS,2.79,27070.0,21036.0,1.0,0.0
1699.99,HP,64.0,DDR4,17.3,HD+,1440000.0,60.0,TN,400.0,257.8,20.6,INTEL,INTEL,0.0,2000.0,WINDOWS,2.05,7885.0,1435.0,0.0,1.0
899.0,HP,32.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.0,242.0,17.9,INTEL,INTEL,0.0,2000.0,WINDOWS,1.7,5002.0,1097.0,0.0,1.0
1179.99,HP,16.0,DDR4,14.0,FHD,2073600.0,60.0,IPS,323.3,214.6,17.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.32,4769.0,1097.0,1.0,0.0
1449.99,HP,32.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.0,242.0,19.0,INTEL,INTEL,0.0,2000.0,WINDOWS,1.7,7885.0,1435.0,1.0,0.0
4899.0,MSI,64.0,DDR5,17.3,4K UHD,8294400.0,144.0,IPS,397.0,330.0,23.0,INTEL,NVIDIA,0.0,4000.0,WINDOWS,3.3,30647.0,19414.0,1.0,0.0
1289.99,LENOVO,40.0,DDR4,14.0,FHD,2073600.0,60.0,IPS,324.0,220.7,17.9,INTEL,INTEL,0.0,512.0,WINDOWS,1.59,7885.0,1435.0,0.0,1.0
1795.0,HP,64.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.5,242.0,19.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.75,5002.0,1097.0,0.0,1.0
909.99,HP,8.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,359.4,233.9,19.9,INTEL,INTEL,0.0,512.0,WINDOWS,1.74,7916.0,1097.0,1.0,0.0
8534.0,MSI,64.0,DDR5,15.6,QHD,3686400.0,240.0,IPS,358.0,267.0,23.4,INTEL,NVIDIA,0.0,8000.0,WINDOWS,2.38,15486.0,11652.0,1.0,0.0
929.99,HP,12.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,400.0,257.8,20.6,INTEL,INTEL,0.0,256.0,WINDOWS,2.05,5125.0,1435.0,1.0,0.0
2049.99,HP,48.0,DDR5,14.0,WUXGA,2304000.0,60.0,IPS,316.0,224.0,19.2,INTEL,INTEL,0.0,2000.0,WINDOWS,1.36,7885.0,1435.0,1.0,0.0
1447.99,HP,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,360.1,233.9,17.8,INTEL,INTEL,0.0,2000.0,WINDOWS,1.75,5481.0,1435.0,1.0,0.0
599.0,HP,16.0,DDR4,15.6,FHD,2073600.0,60.0,TN,358.5,242.0,17.9,AMD,AMD,0.0,512.0,WINDOWS,1.74,7135.0,914.0,0.0,1.0
2659.99,ASUS,64.0,DDR5,17.3,QHD,3686400.0,240.0,IPS,395.0,282.0,23.4,AMD,NVIDIA,0.0,4000.0,WINDOWS,2.8,34357.0,10610.0,1.0,0.0
2939.99,ASUS,32.0,DDR5,17.3,QHD,3686400.0,240.0,IPS,395.0,282.0,23.4,AMD,NVIDIA,0.0,4000.0,WINDOWS,2.8,34357.0,10610.0,1.0,0.0
999.0,DELL,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.0,232.0,19.9,INTEL,NVIDIA,0.0,1000.0,WINDOWS,1.59,4769.0,1994.0,0.0,0.0
2119.0,MSI,64.0,DDR4,15.6,FHD,2073600.0,144.0,IPS,358.0,267.0,23.4,INTEL,NVIDIA,0.0,1000.0,WINDOWS,2.38,12390.0,10741.0,1.0,0.0
1399.99,DELL,32.0,DDR4,14.0,FHD+,2304000.0,60.0,IPS,314.0,227.5,15.7,INTEL,INTEL,0.0,2000.0,WINDOWS,1.55,7885.0,1435.0,1.0,0.0
739.99,DELL,12.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.5,235.56,17.5,INTEL,INTEL,1000.0,256.0,WINDOWS,1.73,5002.0,1097.0,1.0,0.0
5354.99,MSI,64.0,DDR5,17.3,4K UHD,8294400.0,144.0,IPS,397.0,330.0,23.0,INTEL,NVIDIA,0.0,1000.0,WINDOWS,3.3,30647.0,19414.0,1.0,0.0
4309.0,MSI,32.0,DDR5,15.6,QHD,3686400.0,240.0,IPS,358.0,267.0,23.4,INTEL,NVIDIA,0.0,2000.0,WINDOWS,2.38,15486.0,12769.0,1.0,0.0
1069.99,HP,24.0,DDR4,17.3,HD+,1440000.0,60.0,TN,400.7,257.8,19.9,AMD,AMD,0.0,1000.0,WINDOWS,2.38,7135.0,914.0,1.0,0.0
675.99,LENOVO,40.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,399.0,274.0,19.9,AMD,AMD,0.0,512.0,WINDOWS,2.04,7983.0,914.0,1.0,0.0
779.99,DELL,24.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.5,235.56,17.5,AMD,AMD,1000.0,512.0,WINDOWS,1.71,2901.0,691.0,1.0,0.0
1319.99,DELL,64.0,DDR4,16.0,WUXGA,2304000.0,60.0,IPS,356.78,251.88,15.9,INTEL,INTEL,0.0,1000.0,WINDOWS,2.06,9933.0,1435.0,1.0,0.0
1549.0,ASUS,16.0,DDR4,14.0,WQHD,3686400.0,120.0,IPS,324.0,222.0,17.9,AMD,NVIDIA,0.0,1000.0,WINDOWS,1.6,13179.0,5970.0,1.0,0.0
669.0,LENOVO,24.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,399.0,274.0,19.9,AMD,AMD,0.0,1000.0,WINDOWS,2.04,7983.0,914.0,0.0,1.0
3099.0,ASUS,32.0,DDR5,17.3,QHD,3686400.0,240.0,IPS,395.0,282.0,23.4,AMD,NVIDIA,0.0,1000.0,WINDOWS,3.0,34357.0,19414.0,1.0,0.0
749.0,LENOVO,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,359.2,236.5,19.9,INTEL,INTEL,0.0,256.0,WINDOWS,1.65,7916.0,1097.0,1.0,0.0
2179.0,MSI,64.0,DDR5,15.6,FHD,2073600.0,144.0,IPS,359.0,259.0,24.9,INTEL,NVIDIA,0.0,2000.0,WINDOWS,2.25,13001.0,12022.0,1.0,0.0
704.0,ASUS,8.0,LPDDR5,14.0,2.8K,5184000.0,90.0,OLED,313.6,220.6,16.9,INTEL,INTEL,0.0,256.0,WINDOWS,1.39,9469.0,1097.0,1.0,0.0
1199.0,HP,16.0,DDR4,14.0,FHD,2073600.0,60.0,IPS,323.3,214.6,17.9,INTEL,INTEL,0.0,2000.0,WINDOWS,1.32,5125.0,1435.0,1.0,0.0
905.99,LENOVO,8.0,LPDDR5,16.0,2.5K,3686400.0,60.0,IPS,361.51,249.65,19.2,INTEL,INTEL,0.0,1000.0,WINDOWS,2.1,9469.0,1097.0,1.0,0.0
2414.99,MSI,64.0,DDR4,15.6,FHD,2073600.0,144.0,IPS,359.0,259.0,24.9,INTEL,NVIDIA,0.0,4000.0,WINDOWS,2.25,15486.0,8290.0,1.0,0.0
779.0,HP,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,360.1,233.9,17.8,AMD,AMD,0.0,1000.0,WINDOWS,1.75,8919.0,1129.0,0.0,1.0
1549.99,HP,64.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.9,229.1,18.54,AMD,AMD,0.0,2000.0,WINDOWS,1.7,10523.0,1129.0,0.0,1.0
899.0,HP,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.9,228.0,18.4,AMD,AMD,0.0,1000.0,WINDOWS,1.86,7135.0,914.0,1.0,0.0
1199.99,LENOVO,16.0,LPDDR4X,14.0,WUXGA,2304000.0,60.0,IPS,313.1,224.9,17.8,INTEL,INTEL,0.0,2000.0,WINDOWS,1.55,7916.0,1097.0,1.0,0.0
1099.99,HP,64.0,DDR4,15.6,FHD,2073600.0,144.0,IPS,357.88,255.01,23.5,INTEL,NVIDIA,0.0,1000.0,WINDOWS,2.29,13001.0,4713.0,1.0,0.0
1799.99,MSI,64.0,DDR4,15.6,FHD,2073600.0,144.0,IPS,358.0,267.0,23.4,INTEL,NVIDIA,0.0,1000.0,WINDOWS,2.38,12390.0,10741.0,1.0,0.0
799.0,LENOVO,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,365.0,240.0,18.9,AMD,AMD,0.0,512.0,WINDOWS,1.78,7983.0,914.0,0.0,1.0
799.99,ASUS,8.0,DDR4,14.0,WUXGA,2304000.0,60.0,IPS,313.2,227.6,18.9,AMD,AMD,0.0,1000.0,WINDOWS,1.5,9513.0,1076.0,1.0,0.0
884.99,HP,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.9,229.1,18.54,AMD,AMD,0.0,256.0,WINDOWS,1.7,7983.0,914.0,0.0,1.0
669.0,DELL,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.5,235.56,17.5,INTEL,INTEL,0.0,1000.0,WINDOWS,1.73,5002.0,1097.0,0.0,1.0
879.0,ACER,16.0,DDR4,14.0,FHD,2073600.0,60.0,IPS,322.8,212.2,17.9,AMD,NVIDIA,0.0,512.0,WINDOWS,1.39,9666.0,4713.0,1.0,0.0
1799.0,HP,64.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.9,228.0,18.4,INTEL,INTEL,0.0,2000.0,WINDOWS,1.82,9933.0,1435.0,1.0,0.0
8669.0,ASUS,64.0,DDR4,15.6,QHD,3686400.0,165.0,IPS,355.0,260.0,22.6,AMD,NVIDIA,0.0,8000.0,WINDOWS,2.3,13081.0,11441.0,1.0,0.0
2264.0,MSI,32.0,DDR4,17.3,FHD,2073600.0,144.0,IPS,398.0,273.0,24.2,INTEL,NVIDIA,0.0,512.0,WINDOWS,2.66,15486.0,8290.0,1.0,0.0
1399.0,HP,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.9,228.0,18.4,INTEL,INTEL,0.0,2000.0,WINDOWS,1.82,5481.0,1435.0,1.0,0.0
999.99,HP,32.0,DDR4,14.0,FHD,2073600.0,60.0,IPS,324.0,225.0,17.9,AMD,AMD,0.0,1000.0,WINDOWS,1.46,7135.0,914.0,1.0,0.0
1099.99,HP,16.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,399.0,259.0,19.8,INTEL,INTEL,0.0,1000.0,WINDOWS,2.54,7885.0,1435.0,1.0,0.0
1115.0,HP,8.0,DDR4,17.3,HD+,1440000.0,60.0,TN,400.0,257.8,20.6,INTEL,INTEL,0.0,120.0,WINDOWS,2.05,5002.0,1097.0,0.0,1.0
1145.0,HP,8.0,DDR4,17.3,HD+,1440000.0,60.0,TN,400.0,257.8,20.6,INTEL,INTEL,0.0,120.0,WINDOWS,2.05,5002.0,1097.0,0.0,1.0
979.99,HP,24.0,DDR4,14.0,FHD,2073600.0,60.0,IPS,325.1,216.6,17.0,AMD,AMD,0.0,512.0,WINDOWS,1.41,10523.0,1129.0,1.0,0.0
1419.0,LENOVO,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,356.67,233.13,16.9,INTEL,NVIDIA,1000.0,2000.0,WINDOWS,1.77,7885.0,2373.0,1.0,0.0
1449.0,MSI,32.0,DDR4,17.3,FHD,2073600.0,144.0,IPS,398.0,273.0,24.2,INTEL,NVIDIA,0.0,1000.0,WINDOWS,2.66,15486.0,4713.0,1.0,0.0
776.99,LENOVO,12.0,DDR4,17.3,HD+,1440000.0,60.0,TN,402.0,281.2,19.9,INTEL,INTEL,0.0,512.0,WINDOWS,2.2,3240.0,425.0,1.0,0.0
729.0,LENOVO,12.0,DDR4,15.6,FHD,2073600.0,60.0,TN,362.2,253.4,19.9,AMD,AMD,0.0,256.0,WINDOWS,1.85,7135.0,914.0,1.0,0.0
1449.0,LG,16.0,LPDDR5,14.0,FHD+,2304000.0,60.0,IPS,312.0,213.9,16.8,INTEL,INTEL,0.0,512.0,WINDOWS,0.99,9933.0,1435.0,1.0,0.0
1729.0,LG,16.0,LPDDR5,16.0,WQXGA,4096000.0,60.0,IPS,356.61,248.41,17.01,INTEL,INTEL,0.0,1000.0,WINDOWS,1.47,9933.0,1435.0,1.0,0.0
989.99,HP,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.0,242.0,17.9,INTEL,INTEL,0.0,512.0,WINDOWS,1.7,5125.0,1435.0,1.0,0.0
819.99,HP,12.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.0,242.0,17.9,INTEL,INTEL,0.0,256.0,WINDOWS,1.7,5125.0,1435.0,1.0,0.0
809.99,HP,20.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,415.0,272.0,25.0,INTEL,INTEL,0.0,512.0,WINDOWS,2.45,5002.0,1097.0,0.0,1.0
1599.99,HP,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,360.1,233.9,17.8,INTEL,NVIDIA,0.0,2000.0,WINDOWS,1.75,7885.0,2373.0,1.0,0.0
2429.0,MSI,64.0,DDR5,17.3,FHD,2073600.0,144.0,IPS,397.0,268.4,25.9,INTEL,NVIDIA,0.0,2000.0,WINDOWS,2.9,16894.0,8864.0,1.0,0.0
2389.99,MSI,16.0,DDR4,15.6,FHD,2073600.0,144.0,IPS,359.0,249.0,24.9,INTEL,NVIDIA,0.0,4000.0,WINDOWS,2.25,13001.0,9638.0,1.0,0.0
2139.99,MICROSOFT,16.0,LPDDR5,13.0,PIXELSENSE,5529600.0,120.0,IPS,287.0,209.0,9.3,INTEL,INTEL,0.0,512.0,WINDOWS,0.87,7885.0,1435.0,0.0,1.0
3489.0,ASUS,32.0,DDR4,15.6,QHD,3686400.0,165.0,IPS,355.0,260.0,22.6,AMD,NVIDIA,0.0,512.0,WINDOWS,2.3,13081.0,11441.0,1.0,0.0
7279.0,ASUS,24.0,DDR4,15.6,FHD,2073600.0,240.0,IPS,360.0,252.0,19.9,INTEL,NVIDIA,0.0,8000.0,WINDOWS,2.0,6570.0,8107.0,1.0,0.0
1689.0,HP,16.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,400.0,257.8,20.6,INTEL,NVIDIA,2000.0,1000.0,WINDOWS,2.05,5002.0,2140.0,1.0,0.0
1419.99,HP,24.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,399.0,259.0,19.8,INTEL,INTEL,0.0,1000.0,WINDOWS,2.54,5125.0,1435.0,1.0,0.0
579.0,HP,16.0,DDR4,15.6,FHD,2073600.0,60.0,TN,358.5,242.0,17.9,AMD,AMD,0.0,256.0,WINDOWS,1.74,7135.0,914.0,1.0,0.0
1115.0,HP,64.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.0,242.0,17.9,INTEL,INTEL,0.0,2000.0,WINDOWS,1.7,9933.0,1435.0,0.0,1.0
1109.99,HP,16.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.0,242.0,19.0,INTEL,INTEL,0.0,1000.0,WINDOWS,1.7,7885.0,1435.0,1.0,0.0
599.99,HP,32.0,DDR4,14.0,HD,1049088.0,60.0,TN,324.0,225.0,17.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.46,5002.0,1097.0,0.0,1.0
549.99,HP,16.0,DDR4,14.0,HD,1049088.0,60.0,TN,324.0,225.0,17.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.46,5002.0,1097.0,0.0,1.0
3319.99,DELL,32.0,DDR5,17.0,UHD+,9216000.0,60.0,IPS,374.48,248.08,19.54,INTEL,NVIDIA,0.0,2000.0,WINDOWS,2.57,15486.0,7290.0,1.0,0.0
979.0,HP,16.0,DDR4,15.6,FHD,2073600.0,144.0,IPS,357.88,255.01,23.5,AMD,NVIDIA,0.0,1000.0,WINDOWS,2.29,12472.0,4713.0,1.0,0.0
1960.0,LENOVO,20.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,357.0,235.0,18.9,AMD,AMD,0.0,4000.0,WINDOWS,1.7,7135.0,914.0,1.0,0.0
979.99,DELL,12.0,DDR4,15.6,FHD,2073600.0,120.0,IPS,358.5,235.56,16.96,INTEL,INTEL,0.0,512.0,WINDOWS,1.73,7885.0,1435.0,1.0,0.0
1049.99,MSI,16.0,DDR4,15.6,FHD,2073600.0,240.0,IPS,357.0,247.0,19.0,AMD,AMD,0.0,1000.0,WINDOWS,1.9,12472.0,9521.0,1.0,0.0
2319.0,ASUS,16.0,DDR5,15.6,FHD,2073600.0,144.0,IPS,354.0,251.0,22.4,AMD,NVIDIA,0.0,4000.0,WINDOWS,2.2,13862.0,8530.0,1.0,0.0
499.0,DELL,8.0,DDR4,14.0,FHD,2073600.0,60.0,IPS,326.5,226.3,18.3,INTEL,INTEL,0.0,256.0,WINDOWS,1.61,2204.0,378.0,0.0,1.0
1089.0,LENOVO,16.0,LPDDR5,14.0,FHD+,2304000.0,60.0,IPS,317.7,227.36,17.9,AMD,AMD,0.0,512.0,WINDOWS,1.21,10419.0,2282.0,1.0,0.0
749.0,MSI,16.0,DDR4,15.6,FHD,2073600.0,144.0,IPS,358.9,253.74,21.59,INTEL,NVIDIA,0.0,1000.0,WINDOWS,1.85,8649.0,2877.0,1.0,0.0
3489.0,ASUS,48.0,DDR4,15.6,QHD,3686400.0,165.0,IPS,355.0,243.0,19.9,AMD,NVIDIA,0.0,1000.0,WINDOWS,1.9,13179.0,10405.0,1.0,0.0
3009.0,ASUS,16.0,DDR4,15.6,QHD,3686400.0,165.0,IPS,355.0,243.0,19.9,AMD,NVIDIA,0.0,2000.0,WINDOWS,1.9,13179.0,7722.0,1.0,0.0
1149.99,DELL,24.0,DDR4,16.0,WUXGA,2304000.0,60.0,IPS,356.78,251.9,15.67,AMD,AMD,0.0,1000.0,WINDOWS,1.97,10523.0,1129.0,1.0,0.0
1504.0,MSI,16.0,DDR4,15.6,FHD,2073600.0,144.0,IPS,359.0,254.0,21.7,INTEL,INTEL,0.0,1000.0,WINDOWS,1.86,9525.0,3881.0,1.0,0.0
1749.0,ACER,32.0,DDR4,16.0,WQXGA,4096000.0,165.0,IPS,358.14,261.62,19.81,INTEL,NVIDIA,0.0,1000.0,WINDOWS,2.44,12390.0,8290.0,1.0,0.0
2419.0,HP,64.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.5,242.0,19.9,INTEL,INTEL,0.0,2000.0,WINDOWS,1.75,5002.0,1097.0,1.0,0.0
1099.99,HP,64.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,359.4,233.9,19.9,INTEL,INTEL,0.0,2000.0,WINDOWS,1.74,7916.0,1097.0,0.0,1.0
1999.99,MSI,64.0,DDR4,15.6,FHD,2073600.0,144.0,IPS,359.0,259.0,24.9,INTEL,NVIDIA,0.0,2000.0,WINDOWS,2.25,15486.0,8290.0,1.0,0.0
2900.0,MSI,16.0,DDR4,15.6,FHD,2073600.0,240.0,IPS,357.0,247.0,19.0,AMD,AMD,0.0,2000.0,WINDOWS,1.9,12472.0,9521.0,1.0,0.0
2679.0,HP,32.0,DDR4,16.1,FHD,2073600.0,144.0,IPS,369.06,245.11,22.6,AMD,NVIDIA,0.0,4000.0,WINDOWS,2.3,12472.0,4713.0,1.0,0.0
1129.99,LENOVO,12.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,360.2,236.0,17.9,AMD,AMD,0.0,512.0,WINDOWS,1.55,8919.0,1129.0,1.0,0.0
1049.0,HP,16.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,400.0,257.8,20.6,INTEL,INTEL,1000.0,256.0,WINDOWS,2.05,7885.0,1435.0,1.0,0.0
1269.0,HP,16.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,400.0,257.8,20.6,INTEL,INTEL,0.0,1000.0,WINDOWS,2.05,7885.0,1435.0,1.0,0.0
1999.0,LENOVO,16.0,DDR5,16.0,WQXGA,4096000.0,165.0,IPS,19.9,0.0,0.0,AMD,NVIDIA,0.0,1000.0,WINDOWS,2.49,14111.0,11652.0,1.0,0.0
1149.99,DELL,16.0,DDR4,15.6,FHD,2073600.0,120.0,IPS,357.26,272.11,21.21,AMD,NVIDIA,0.0,1000.0,WINDOWS,2.81,9513.0,5074.0,1.0,0.0
949.99,DELL,32.0,DDR4,14.0,FHD+,2304000.0,60.0,IPS,314.0,227.5,15.7,AMD,AMD,0.0,512.0,WINDOWS,1.55,7983.0,914.0,1.0,0.0
899.0,HP,16.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,415.0,272.0,25.0,INTEL,INTEL,0.0,1000.0,WINDOWS,2.45,5002.0,1097.0,1.0,0.0
1599.0,HP,32.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,398.27,259.08,19.55,INTEL,INTEL,0.0,1000.0,WINDOWS,2.49,9933.0,1435.0,0.0,1.0
2629.0,MSI,32.0,DDR4,17.3,FHD,2073600.0,144.0,IPS,398.0,273.0,27.2,INTEL,NVIDIA,0.0,4000.0,WINDOWS,2.8,15486.0,8864.0,1.0,0.0
2699.99,MSI,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.1,259.08,24.89,INTEL,NVIDIA,0.0,1000.0,WINDOWS,2.1,12390.0,5294.0,1.0,0.0
849.95,DELL,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,361.0,240.9,18.0,INTEL,INTEL,0.0,512.0,WINDOWS,1.79,5002.0,1097.0,1.0,0.0
1128.0,ASUS,8.0,DDR4,15.6,FHD,2073600.0,144.0,IPS,360.0,252.0,19.9,INTEL,NVIDIA,0.0,512.0,WINDOWS,2.0,6570.0,7238.0,1.0,0.0
1299.99,LENOVO,8.0,DDR4,16.0,QHD,4096000.0,165.0,IPS,356.0,264.2,21.7,AMD,NVIDIA,0.0,1000.0,WINDOWS,2.45,12472.0,10741.0,1.0,0.0
250.99,HP,4.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.5,242.0,17.9,AMD,AMD,0.0,128.0,WINDOWS,1.74,1839.0,451.0,0.0,1.0
