Product Name,Product Link,Processor,Internal memory,Video card,Display,Solid-state drive,Price,Hard drive
Dell Vostro 14 3468,https://laptopmedia.com/laptop-specs/dell-vostro-14-3468-21/,Intel Core i3-7020U,8GB RAM,Intel HD Graphics 620,"14.0”, HD (1366 x 768), TN",,$59900,1000GB HDD
HP Pavilion x360 14 (14-dw),https://laptopmedia.com/laptop-specs/hp-pavilion-x360-14-14-dw-74/,Intel Core i3-1005G1,8GB RAM,Intel UHD Graphics G1,"14.0”, HD (1366 x 768), TN",128GB SSD,$46506,
Dell Latitude 5411,https://laptopmedia.com/laptop-specs/dell-latitude-5411-4/,Intel Core i5-10400H,16GB RAM,Intel UHD Graphics 630,"14.0”, Full HD (1920 x 1080), IPS",256GB SSD,$159999,
Dell G5 5500,https://laptopmedia.com/laptop-specs/dell-g5-5500-5/,Intel Core i5-10300H,8GB RAM,"NVIDIA GeForce GTX 1650 Ti (Laptop, 50W, 128-bit)","15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$79900,
ASUS TUF Gaming F15 (FX506),https://laptopmedia.com/laptop-specs/asus-tuf-gaming-f15-fx506-31/,Intel Core i5-10300H,8GB RAM,NVIDIA GeForce GTX 1650 Ti (Laptop),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$88435,
HP 14,https://laptopmedia.com/laptop-specs/hp-14-5246/,AMD Ryzen 5 5500U,32GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",2000GB SSD,$197900,
HP OMEN 17,https://laptopmedia.com/laptop-specs/hp-omen-17-1429/,Intel Core i7-12700H,16GB RAM,NVIDIA GeForce RTX 3060 (Laptop),"17.3”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$167900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15355/,Intel Core i7-1165G7,8GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, HD+ (1600 x 900), TN",2000GB SSD,$157900,
HP OMEN 17,https://laptopmedia.com/laptop-specs/hp-omen-17-1496/,Intel Core i7-12700H,64GB RAM,NVIDIA GeForce RTX 3060 (Laptop),"17.3”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,$191900,
ASUS Vivobook 15,https://laptopmedia.com/laptop-specs/asus-vivobook-15-2753/,Intel Core i3-1005G1,12GB RAM,Intel UHD Graphics G1,"15.6”, HD (1366 x 768), TN",1000GB SSD,$129900,
HP ProBook 640 G8,https://laptopmedia.com/laptop-specs/hp-probook-640-g8-82/,Intel Core i7-1185G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,$94999,
ASUS ZenBook Pro 15,https://laptopmedia.com/laptop-specs/asus-zenbook-pro-15-55/,AMD Ryzen 9 5900HX,16GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 40W)","15.6”, FHD (1920 x 1080), OLED",2000GB SSD,$195900,
ASUS ROG Strix G15,https://laptopmedia.com/laptop-specs/asus-rog-strix-g15-909/,AMD Ryzen 7 6800H,16GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 300 Hz, IPS",2000GB SSD,$230900,
ASUS ROG Strix G16,https://laptopmedia.com/laptop-specs/asus-rog-strix-g16-99/,Intel Core i7-13650HX,32GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","16.0"", Full HD (1920 x 1080), 165 Hz, IPS",2000GB SSD,$222900,
Lenovo ThinkBook 15 Gen 3,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-15-gen-3-358/,AMD Ryzen 5 5500U,20GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$140000,
ASUS ROG Zephyrus G16,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-g16-52/,Intel Core i7-13620H,24GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 120W)","16.0″, WUXGA (1920 x 1200), 165 Hz, IPS",4000GB SSD,$281900,
ASUS ROG Zephyrus Duo 16,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-duo-16-277/,AMD Ryzen 9 7945HX,64GB RAM,"NVIDIA GeForce RTX 4080 (Laptop, 165W)","16.0"", QHD (2560 x 1600), 240 Hz, IPS",2000GB SSD,$418900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15117/,Intel Core i7-1255U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$116900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14207/,Intel Core i5-1235U,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$110499,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14167/,Intel Core i5-1155G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",256GB SSD,$66999,
Dell Inspiron 5425,https://laptopmedia.com/laptop-specs/dell-inspiron-5425-54/,AMD Ryzen 5 5625U,32GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","14.0"", FHD+ (1920 x 1200), IPS",2000GB SSD,$119999,
Dell Inspiron 5425,https://laptopmedia.com/laptop-specs/dell-inspiron-5425-52/,AMD Ryzen 5 5625U,32GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","14.0"", FHD+ (1920 x 1200), IPS",1000GB SSD,$99999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14299/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, HD (1366 x 768), TN",2000GB SSD,$114499,
ASUS ROG Strix G15,https://laptopmedia.com/laptop-specs/asus-rog-strix-g15-849/,AMD Ryzen 7 4800H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 130W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$169900,
Dell Latitude 3420,https://laptopmedia.com/laptop-specs/dell-latitude-3420-158/,Intel Core i5-1135G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, HD (1366 x 768), TN",512GB SSD,$150000,
Lenovo ThinkPad T14 Gen 2,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-2-404/,Intel Core i5-1135G7,12GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,$149400,
Lenovo ThinkPad T16 Gen 1,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t16-gen-1-212/,Intel Core i5-1245U,24GB RAM,Intel Iris Xe Graphics G7 (80EU),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,$111900,
Lenovo ThinkPad T16 Gen 1,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t16-gen-1-199/,Intel Core i5-1235U,12GB RAM,Intel Iris Xe Graphics G7 (80EU),"16.0”, WUXGA (1920 x 1200), IPS",256GB SSD,$117999,
HP ZBook Firefly 15 G8,https://laptopmedia.com/laptop-specs/hp-zbook-firefly-15-g8-276/,Intel Core i7-1185G7,64GB RAM,NVIDIA Quadro T500,"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$184999,
Dell Inspiron 3511,https://laptopmedia.com/laptop-specs/dell-inspiron-3511-1743/,Intel Core i5-1135G7,64GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$127900,2000GB HDD
HP OMEN 16,https://laptopmedia.com/laptop-specs/hp-omen-16-855/,AMD Ryzen 7 5800H,16GB RAM,NVIDIA GeForce RTX 3050 Ti (Laptop),"16.1″, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$208900,
Lenovo IdeaPad 5 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-5-14-208/,Intel Core i7-1165G7,12GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$67999,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15007/,AMD Ryzen 5 5500U,32GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","17.3”, HD+ (1600 x 900), TN",1000GB SSD,$108999,
Lenovo Legion 5i 17,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-17-84/,Intel Core i7-11800H,64GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 95W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$200999,
ASUS VivoBook 14,https://laptopmedia.com/laptop-specs/asus-vivobook-14-465/,AMD Ryzen 3 3250U,12GB RAM,AMD Radeon RX Vega 3,"14.0”, HD (1366 x 768), TN",2000GB SSD,$128900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13924/,AMD Ryzen 5 5625U,32GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$64900,
Lenovo V14 Gen 2,https://laptopmedia.com/laptop-specs/lenovo-v14-gen-2-64/,Intel Core i5-1135G7,20GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,$63999,
Lenovo ThinkPad E14 Gen 3,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e14-gen-3-581/,AMD Ryzen 7 5700U,8GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",256GB SSD,$74900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14974/,AMD Athlon Silver 3050U,20GB RAM,AMD Radeon RX Vega 3,"17.3”, HD+ (1600 x 900), TN",1000GB SSD,$86999,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14945/,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, Full HD (1920 x 1080), IPS",256GB SSD,$88499,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13839/,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$72999,
Dell Latitude 3420,https://laptopmedia.com/laptop-specs/dell-latitude-3420-133/,Intel Core i5-1135G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",4000GB SSD,$132999,
Dell Latitude 3420,https://laptopmedia.com/laptop-specs/dell-latitude-3420-122/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",2000GB SSD,$90999,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14919/,AMD Athlon Silver 3050U,32GB RAM,AMD Radeon RX Vega 3,"17.3”, HD+ (1600 x 900), TN",512GB SSD,$73999,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14916/,AMD Athlon Silver 3050U,8GB RAM,AMD Radeon RX Vega 3,"17.3”, HD+ (1600 x 900), TN",256GB SSD,$62999,
Lenovo Flex 7i 14,https://laptopmedia.com/laptop-specs/lenovo-flex-7i-14-5/,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0″, 2.2K (2240 x 1400), IPS",512GB SSD,$95999,
Acer Aspire 3,https://laptopmedia.com/laptop-specs/acer-aspire-3-1349/,Intel Core i3-1115G4,20GB RAM,Intel UHD Graphics Xe G4 (48EU),"17.3”, Full HD (1920 x 1080), IPS",512GB SSD,$66999,
Lenovo IdeaPad 3 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-14-1059/,Intel Core i3-1115G4,4GB RAM,Intel UHD Graphics Xe G4 (48EU),"14.0”, Full HD (1920 x 1080), IPS",128GB SSD,$30900,
Lenovo IdeaPad Flex 5 16,https://laptopmedia.com/laptop-specs/lenovo-ideapad-flex-5-16-76/,AMD Ryzen 7 5700U,16GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","16.0″, WUXGA (1920 x 1200), IPS",512GB SSD,$94999,
HP EliteBook 840 G8,https://laptopmedia.com/laptop-specs/hp-elitebook-840-g8-268/,Intel Core i7-1165G7,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,$104900,
HP ENVY 17,https://laptopmedia.com/laptop-specs/hp-envy-17-3163/,Intel Core i7-1260P,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$151499,
Dell Inspiron 3520,https://laptopmedia.com/laptop-specs/dell-inspiron-3520-120/,Intel Core i7-1255U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), 120 Hz, IPS",1000GB SSD,$124900,
ASUS ROG Strix SCAR 16,https://laptopmedia.com/laptop-specs/asus-rog-strix-scar-16-34/,Intel Core i9-13980HX,64GB RAM,"NVIDIA GeForce RTX 4080 (Laptop, 175W)","16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",4000GB SSD,$512999,
Lenovo ThinkPad E15 Gen 4,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e15-gen-4-366/,Intel Core i5-1235U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$90999,
Acer Aspire 5,https://laptopmedia.com/laptop-specs/acer-aspire-5-3099/,AMD Ryzen 3 3350U,20GB RAM,"AMD Radeon RX Vega 6 (R2000/3000, 15W)","15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$68900,1000GB HDD
ASUS VivoBook K571,https://laptopmedia.com/laptop-specs/asus-vivobook-k571-305/,Intel Core i5-10300H,36GB RAM,NVIDIA GeForce GTX 1650 (Laptop),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$190900,
Acer Aspire 5,https://laptopmedia.com/laptop-specs/acer-aspire-5-3097/,AMD Ryzen 7 5825U,40GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$84999,
Dell G15 5520,https://laptopmedia.com/laptop-specs/dell-g15-5520-160/,Intel Core i7-12700H,16GB RAM,NVIDIA GeForce RTX 3060 (Laptop),"15.6”, Full HD (1920 x 1080), 120 Hz, IPS",1000GB SSD,$174900,
Alienware x17 R2,https://laptopmedia.com/laptop-specs/alienware-x17-r2-57/,Intel Core i9-12900H,16GB RAM,NVIDIA GeForce RTX 3070 Ti (Laptop),"17.3”, Full HD (1920 x 1080), 360 Hz, IPS",8000GB SSD,$569900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14866/,Intel Core i5-1235U,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$94900,
Dell Inspiron 3511,https://laptopmedia.com/laptop-specs/dell-inspiron-3511-1589/,Intel Core i3-1115G4,20GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$65999,
Acer Aspire 5,https://laptopmedia.com/laptop-specs/acer-aspire-5-3046/,Intel Core i3-1115G4,36GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$80999,1000GB HDD
HP ProBook 450 G9,https://laptopmedia.com/laptop-specs/hp-probook-450-g9-164/,Intel Core i7-1255U,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$135999,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14843/,AMD Ryzen 5 5500U,32GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$93499,
LG Gram 17,https://laptopmedia.com/laptop-specs/lg-gram-17-215/,Intel Core i7-1195G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, WQXGA (2560 x 1600), IPS",512GB SSD,$118900,
HP ProBook 640 G8,https://laptopmedia.com/laptop-specs/hp-probook-640-g8-37/,Intel Core i7-1185G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,$102499,
Lenovo IdeaPad Flex 5i 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-flex-5i-14-56/,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0″, 2.8K (2880 x 1800), OLED",1000GB SSD,$91999,
Lenovo ThinkPad P17 Gen 2,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p17-gen-2-478/,Intel Core i7-11800H,64GB RAM,NVIDIA RTX A2000 (Laptop),"17.3”, 4K UHD (3840 x 2160), IPS",1000GB SSD,$319900,
LG Gram 15,https://laptopmedia.com/laptop-specs/lg-gram-15-260/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$164999,
LG Gram 16,https://laptopmedia.com/laptop-specs/lg-gram-16-279/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0"", WQXGA (2560 x 1600), IPS",512GB SSD,$148900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13695/,AMD Ryzen 3 3250U,16GB RAM,AMD Radeon RX Vega 3,"15.6”, HD (1366 x 768), TN",2000GB SSD,$156247,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14764/,Intel Core i7-1165G7,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$124999,
Dell Inspiron 3510,https://laptopmedia.com/laptop-specs/dell-inspiron-3510-300/,Intel Pentium Silver N5030,8GB RAM,Intel UHD Graphics 605,"15.6”, HD (1366 x 768), TN",512GB SSD,$48900,
Lenovo IdeaPad Flex 5i 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-flex-5i-14-53/,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, WUXGA (1920 x 1200), IPS",512GB SSD,$92999,
Lenovo IdeaPad 1 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-1-14-329/,Intel Pentium Silver N5030,4GB RAM,Intel UHD Graphics 605,"14.0”, HD (1366 x 768), TN",128GB SSD,$24900,
Lenovo IdeaPad 3 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-15-4164/,AMD Ryzen 7 5825U,40GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$109900,
ENVY x360 15,https://laptopmedia.com/laptop-specs/envy-x360-15/,Intel Core i7-1260P,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$114999,
HP 14,https://laptopmedia.com/laptop-specs/hp-14-5031/,Intel Celeron N4500,32GB RAM,Intel UHD Graphics (Jasper Lake 16 EU),"14.0”, Full HD (1920 x 1080), IPS",2000GB SSD,$51900,
HP Pavilion 14,https://laptopmedia.com/laptop-specs/hp-pavilion-14-173/,AMD Ryzen 7 5825U,12GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",256GB SSD,$79999,
Lenovo IdeaPad 5 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-5-15-904/,Intel Core i7-1255U,16GB RAM,NVIDIA GeForce MX550,"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$141900,1000GB HDD
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13527/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$59900,
HP OMEN 17,https://laptopmedia.com/laptop-specs/hp-omen-17-1249/,Intel Core i7-12800HX,64GB RAM,NVIDIA GeForce RTX 3060 (Laptop),"17.3”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,$229900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14696/,Intel Core i7-1255U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, HD+ (1600 x 900), TN",2000GB SSD,$154999,
Lenovo IdeaPad 3i 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3i-14-314/,Intel Core i7-1165G7,20GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), TN",1000GB SSD,$77900,
LG gram 16 2-in-1,https://laptopmedia.com/laptop-specs/lg-gram-16-2-in-1-23/,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0"", WQXGA (2560 x 1600), IPS",2000GB SSD,$179900,
ASUS TUF Dash F15,https://laptopmedia.com/laptop-specs/asus-tuf-dash-f15-960/,Intel Core i7-11370H,16GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 85W)","15.6”, Full HD (1920 x 1080), 240 Hz, IPS",4000GB SSD,$272900,
HP EliteBook 845 G7,https://laptopmedia.com/laptop-specs/hp-elitebook-845-g7-164/,AMD Ryzen 5 PRO 4650U,64GB RAM,"AMD Radeon RX Vega 6 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,$177900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14426/,AMD Ryzen 5 5500U,32GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$68900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15204/,AMD Ryzen 5 5625U,64GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","17.3”, HD+ (1600 x 900), TN",256GB SSD,$110999,1000GB HDD
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15199/,AMD Ryzen 5 5625U,16GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","17.3”, HD+ (1600 x 900), TN",2000GB SSD,$105999,
Samsung Galaxy Book Pro 360,https://laptopmedia.com/laptop-specs/samsung-galaxy-book-pro-360-67/,Intel Core i7-1165G7,8GB RAM,Intel Iris Xe Graphics G7 (96EU),"13.3”, Full HD (1920 x 1080), OLED",256GB SSD,$97900,
Lenovo ThinkPad T14 Gen 3,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-3-228/,Intel Core i7-1270P,40GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0″, 2.2K (2240 x 1400), IPS",1000GB SSD,$189900,
Dell Latitude 5520,https://laptopmedia.com/laptop-specs/dell-latitude-5520-311/,Intel Core i7-1185G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$132900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13429/,AMD Ryzen 3 3250U,12GB RAM,AMD Radeon RX Vega 3,"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$59999,
Lenovo ThinkPad T14 Gen 3,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-3-242/,Intel Core i5-1235U,40GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0"", FHD+ (1920 x 1200), IPS",2000GB SSD,$109900,
LG gram 15,https://laptopmedia.com/laptop-specs/lg-gram-15-304/,Intel Core i7-1360P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$149999,
HP OMEN 17,https://laptopmedia.com/laptop-specs/hp-omen-17-1538/,Intel Core i9-13900HX,32GB RAM,NVIDIA GeForce RTX 4090 (Laptop),"17.3"", QHD (2560 x 1440), 240 Hz, IPS",2000GB SSD,$440999,
HP OMEN 17,https://laptopmedia.com/laptop-specs/hp-omen-17-1541/,Intel Core i7-13700HX,16GB RAM,NVIDIA GeForce RTX 4080 (Laptop),"17.3"", QHD (2560 x 1440), 240 Hz, IPS",1000GB SSD,$239999,
Lenovo IdeaPad 3 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-15-4030/,AMD Ryzen 5 5625U,24GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$79900,
MSI Raider GE76,https://laptopmedia.com/laptop-specs/msi-raider-ge76-540/,Intel Core i9-12900H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,$297900,
ASUS ROG Strix SCAR 15,https://laptopmedia.com/laptop-specs/asus-rog-strix-scar-15-697/,AMD Ryzen 9 5900HX,32GB RAM,"NVIDIA GeForce RTX 3080 (Laptop, 130W)","15.6”, QHD (2560 x 1440), 165 Hz, IPS",1000GB SSD,$293900,
MSI GP66 Leopard,https://laptopmedia.com/laptop-specs/msi-gp66-leopard-764/,Intel Core i7-11800H,32GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,$227900,
MSI GP66 Leopard,https://laptopmedia.com/laptop-specs/msi-gp66-leopard-732/,Intel Core i7-11800H,16GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$205900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14530/,Intel Core i7-1165G7,12GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$79799,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14661/,Intel Core i7-1165G7,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, HD (1366 x 768), TN",2000GB SSD,$162499,
ASUS ROG Strix SCAR 17,https://laptopmedia.com/laptop-specs/asus-rog-strix-scar-17-517/,AMD Ryzen 9 7945HX,32GB RAM,"NVIDIA GeForce RTX 4080 (Laptop, 175W)","17.3"", QHD (2560 x 1440), 240 Hz, IPS",2000GB SSD,$344499,
ASUS ROG Strix SCAR 16,https://laptopmedia.com/laptop-specs/asus-rog-strix-scar-16-86/,Intel Core i9-13980HX,32GB RAM,"NVIDIA GeForce RTX 4080 (Laptop, 175W)","16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",2000GB SSD,$428899,
HP ProBook 450 G9,https://laptopmedia.com/laptop-specs/hp-probook-450-g9-202/,Intel Core i5-1235U,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$98999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14596/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, HD (1366 x 768), TN",512GB SSD,$98999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14576/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",8000GB SSD,$370999,
HP OMEN 16,https://laptopmedia.com/laptop-specs/hp-omen-16-922/,Intel Core i7-12700H,32GB RAM,NVIDIA GeForce RTX 3060 (Laptop),"16.1″, Full HD (1920 x 1080), IPS",1000GB SSD,$176500,
Lenovo ThinkPad E15 Gen 4,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e15-gen-4-266/,AMD Ryzen 5 5625U,40GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$118900,
HP Pavilion x360 14,https://laptopmedia.com/laptop-specs/hp-pavilion-x360-14-1864/,Intel Core i3-1125G4,32GB RAM,Intel UHD Graphics Xe G4 (48EU),"14.0”, HD (1366 x 768), TN",2000GB SSD,$191400,
