price,brand,ram,ram_type,display_size,display_type,resolution,screen_rate,screen_panel,length,width,height,cpu_brand,gpu_brand,ssd,os,weight,cpu_point,gpu_point,features
1694.0,ASUS,64.0,DDR5,15.6,FHD,1920 x 1080,144.0,IPS,354.0,251.0,22.4,AMD,NVIDIA,2000.0,WINDOWS,2.2,13862.0,8530.0,FINGERPRINT READER
3819.0,DELL,16.0,DDR4,15.6,FHD,1920 x 1080,,IPS,361.0,240.9,18.0,INTEL,INTEL,8000.0,WINDOWS,1.79,5125.0,1435.0,WEB CAMERA
1789.99,LENOVO,32.0,DDR5,16.0,WQXGA,2560 x 1600,165.0,IPS,19.9,0.0,0.0,AMD,NVIDIA,2000.0,WINDOWS,2.49,14111.0,11652.0,FINGERPRINT READER
479.99,HP,16.0,DDR4,14.0,HD,1366 x 768,,TN,324.0,225.0,17.9,INTEL,INTEL,256.0,WINDOWS,1.46,5002.0,1097.0,WEB CAMERA
3269.0,DELL,36.0,DDR5,17.0,UHD+,3840 x 2400,,IPS,374.48,248.08,19.54,INTEL,NVIDIA,2000.0,WINDOWS,2.57,15486.0,7290.0,FINGERPRINT READER
4409.0,ASUS,64.0,DDR5,16.0,WQXGA,2560 x 1600,240.0,IPS,355.0,246.0,19.9,INTEL,NVIDIA,4000.0,WINDOWS,2.1,19272.0,,FINGERPRINT READER
3349.0,ALIENWARE,16.0,DDR5,17.3,FHD,1920 x 1080,360.0,IPS,399.23,299.57,20.9,INTEL,NVIDIA,2000.0,WINDOWS,2.96,16894.0,,FINGERPRINT READER
4038.99,ASUS,32.0,DDR5,16.0,WQXGA,2560 x 1600,240.0,IPS,354.0,264.0,22.6,INTEL,NVIDIA,1000.0,WINDOWS,2.5,30647.0,21036.0,FINGERPRINT READER
2625.0,HP,64.0,DDR4,17.3,HD+,1600 x 900,,TN,400.0,257.8,20.6,INTEL,INTEL,2000.0,WINDOWS,2.05,5002.0,1097.0,FINGERPRINT READER
1249.99,HP,8.0,LPDDR4X,13.5,WUXGA+,1920 x 1280,,IPS,293.8,220.1,16.9,INTEL,INTEL,512.0,WINDOWS,1.36,7916.0,1097.0,FINGERPRINT READER
2249.99,ASUS,64.0,DDR5,17.3,QHD,2560 x 1440,240.0,IPS,395.0,282.0,23.4,AMD,NVIDIA,1000.0,WINDOWS,2.8,34357.0,10610.0,FINGERPRINT READER
3539.99,ASUS,32.0,DDR5,17.3,QHD,2560 x 1440,240.0,IPS,395.0,282.0,23.4,AMD,NVIDIA,4000.0,WINDOWS,2.8,34357.0,10610.0,FINGERPRINT READER
3074.99,ASUS,16.0,DDR4,16.0,WQUXGA,3840 x 2400,,OLED,358.4,247.7,19.9,INTEL,INTEL,8000.0,WINDOWS,1.88,15486.0,1435.0,FINGERPRINT READER
1199.99,DELL,24.0,DDR4,16.0,WUXGA,1920 x 1200,,IPS,356.78,251.9,15.67,AMD,AMD,1000.0,WINDOWS,1.97,10523.0,1129.0,FINGERPRINT READER
1075.0,HP,16.0,DDR4,15.6,HD,1366 x 768,,TN,358.5,242.0,19.9,INTEL,INTEL,256.0,WINDOWS,1.75,5002.0,1097.0,WEB CAMERA
419.99,LENOVO,4.0,DDR4,14.0,FHD,1920 x 1080,,IPS,321.5,217.5,17.9,AMD,AMD,256.0,WINDOWS,1.5,5296.0,746.0,FINGERPRINT READER
639.99,LENOVO,16.0,DDR4,14.0,FHD,1920 x 1080,,IPS,331.0,235.0,19.1,INTEL,INTEL,512.0,WINDOWS,1.6,5002.0,1097.0,FINGERPRINT READER
3444.99,ASUS,32.0,DDR5,17.3,QHD,2560 x 1440,240.0,IPS,395.0,282.0,23.4,AMD,NVIDIA,2000.0,WINDOWS,3.0,34357.0,19414.0,FINGERPRINT READER
3899.0,ASUS,32.0,DDR5,16.0,WQXGA,2560 x 1600,240.0,IPS,354.0,264.0,22.6,INTEL,NVIDIA,8000.0,WINDOWS,2.5,30647.0,19414.0,FINGERPRINT READER
2229.0,ASUS,32.0,DDR5,16.0,FHD,1920 x 1080,165.0,IPS,354.0,264.0,22.6,INTEL,NVIDIA,2000.0,WINDOWS,2.5,,10610.0,FINGERPRINT READER
1165.0,ASUS,16.0,DDR4,17.3,FHD,1920 x 1080,144.0,IPS,399.0,268.0,22.1,AMD,NVIDIA,512.0,WINDOWS,2.6,,4970.0,FINGERPRINT READER
829.0,ACER,20.0,DDR4,15.6,FHD,1920 x 1080,,IPS,362.9,241.3,19.9,INTEL,INTEL,256.0,WINDOWS,1.78,7916.0,1097.0,WEB CAMERA
1924.0,LENOVO,24.0,DDR4,14.0,FHD,1920 x 1080,,IPS,329.0,227.0,17.9,INTEL,INTEL,2000.0,WINDOWS,1.47,5002.0,1097.0,FINGERPRINT READER
1499.0,LENOVO,32.0,DDR4,17.3,FHD,1920 x 1080,144.0,IPS,398.6,290.0,24.3,INTEL,NVIDIA,1000.0,WINDOWS,2.98,12390.0,5936.0,FINGERPRINT READER
1389.99,ASUS,40.0,DDR4,14.0,WQHD,2560 x 1440,120.0,IPS,324.0,222.0,17.9,AMD,NVIDIA,2000.0,WINDOWS,1.6,13179.0,5970.0,FINGERPRINT READER
1839.99,ASUS,48.0,DDR5,16.0,WUXGA,1920 x 1200,165.0,IPS,355.0,243.0,19.9,INTEL,NVIDIA,2000.0,WINDOWS,2.0,14196.0,,FINGERPRINT READER
1449.99,HP,32.0,DDR4,15.6,HD,1366 x 768,,TN,358.0,242.0,19.0,INTEL,INTEL,2000.0,WINDOWS,1.7,7885.0,1435.0,FINGERPRINT READER
2614.99,HP,32.0,DDR4,15.6,HD,1366 x 768,,TN,358.5,242.0,19.9,INTEL,INTEL,8000.0,WINDOWS,1.75,5125.0,1435.0,FINGERPRINT READER
939.0,HP,8.0,DDR4,15.6,HD,1366 x 768,,TN,358.5,242.0,19.9,INTEL,INTEL,512.0,WINDOWS,1.75,5002.0,1097.0,FINGERPRINT READER
1749.0,MSI,32.0,DDR4,15.6,FHD,1920 x 1080,144.0,IPS,359.0,259.0,23.9,INTEL,NVIDIA,1000.0,WINDOWS,2.25,15486.0,,FINGERPRINT READER
1629.0,LG,16.0,LPDDR5,16.0,WQXGA,2560 x 1600,,IPS,356.61,248.41,17.01,INTEL,INTEL,1000.0,WINDOWS,1.47,9933.0,1435.0,FINGERPRINT READER
2579.99,ASUS,16.0,DDR5,17.3,QHD,2560 x 1440,240.0,IPS,395.0,282.0,23.4,AMD,NVIDIA,2000.0,WINDOWS,2.8,34357.0,10610.0,FINGERPRINT READER
1709.99,HP,32.0,DDR4,15.6,FHD,1920 x 1080,,IPS,358.5,242.0,19.9,INTEL,INTEL,2000.0,WINDOWS,1.75,5002.0,1097.0,FINGERPRINT READER
2069.0,MSI,32.0,DDR4,15.6,FHD,1920 x 1080,144.0,IPS,358.0,267.0,23.4,INTEL,NVIDIA,2000.0,WINDOWS,2.38,12390.0,10741.0,FINGERPRINT READER
929.0,ASUS,8.0,DDR4,17.3,FHD,1920 x 1080,144.0,IPS,399.0,269.0,23.9,INTEL,NVIDIA,512.0,WINDOWS,2.6,9000.0,4970.0,FINGERPRINT READER
1489.0,HP,64.0,DDR4,17.3,FHD,1920 x 1080,,IPS,400.7,257.8,19.9,AMD,AMD,2000.0,WINDOWS,2.38,7135.0,914.0,WEB CAMERA
5589.99,HP,32.0,DDR5,17.3,QHD,2560 x 1440,240.0,IPS,397.25,262.12,27.0,INTEL,NVIDIA,8000.0,WINDOWS,2.79,27070.0,,FINGERPRINT READER
1199.99,HP,32.0,DDR4,15.6,FHD,1920 x 1080,,IPS,360.1,233.9,17.8,INTEL,NVIDIA,512.0,WINDOWS,1.75,7885.0,2373.0,FINGERPRINT READER
1279.99,HP,24.0,DDR4,17.3,HD+,1600 x 900,,TN,400.0,257.8,20.6,INTEL,INTEL,512.0,WINDOWS,2.05,7885.0,1435.0,WEB CAMERA
1469.99,ACER,32.0,DDR4,17.3,FHD,1920 x 1080,144.0,IPS,400.5,294.5,27.9,INTEL,NVIDIA,1000.0,WINDOWS,3.0,12159.0,,FINGERPRINT READER
1819.0,DELL,32.0,DDR5,15.6,FHD,1920 x 1080,120.0,IPS,357.26,272.11,21.32,INTEL,NVIDIA,1000.0,WINDOWS,2.81,15486.0,,FINGERPRINT READER
1539.0,LG,16.0,LPDDR5,17.0,QHD+,2560 x 1600,,IPS,378.7,258.8,17.8,INTEL,INTEL,512.0,WINDOWS,1.35,9933.0,1435.0,FINGERPRINT READER
8599.0,DELL,64.0,DDR5,17.0,UHD+,3840 x 2400,,IPS,374.48,248.08,8.67,INTEL,NVIDIA,8000.0,,2.31,19272.0,,FINGERPRINT READER
839.99,HP,16.0,DDR4,17.3,FHD,1920 x 1080,,IPS,400.7,257.8,19.9,AMD,AMD,512.0,WINDOWS,2.38,7135.0,914.0,FINGERPRINT READER
759.0,HP,8.0,DDR4,14.0,HD,1366 x 768,,TN,324.0,225.0,17.9,AMD,AMD,128.0,WINDOWS,1.46,940.0,451.0,WEB CAMERA
1249.0,HP,24.0,DDR4,15.6,FHD,1920 x 1080,,IPS,358.9,228.0,18.4,INTEL,INTEL,1000.0,WINDOWS,1.82,5481.0,1435.0,FINGERPRINT READER
899.0,HP,16.0,DDR4,17.3,FHD,1920 x 1080,,IPS,400.0,257.8,20.6,INTEL,INTEL,1000.0,WINDOWS,2.05,7916.0,1097.0,FINGERPRINT READER
702.46,HP,16.0,DDR4,15.6,FHD,1920 x 1080,144.0,IPS,357.88,255.01,23.5,INTEL,NVIDIA,1000.0,WINDOWS,2.29,9525.0,3422.0,FINGERPRINT READER
1740.99,HP,16.0,DDR5,17.3,QHD,2560 x 1440,165.0,IPS,397.25,262.12,27.0,INTEL,NVIDIA,1000.0,WINDOWS,2.79,15486.0,,FINGERPRINT READER
1149.99,ACER,32.0,DDR4,17.3,FHD,1920 x 1080,144.0,IPS,403.5,260.0,24.9,INTEL,NVIDIA,1000.0,WINDOWS,2.7,12390.0,5970.0,FINGERPRINT READER
1229.0,LENOVO,32.0,DDR4,17.3,FHD,1920 x 1080,144.0,IPS,398.6,290.0,24.3,AMD,NVIDIA,2000.0,WINDOWS,2.98,12472.0,,FINGERPRINT READER
1449.0,DELL,32.0,DDR4,16.0,WUXGA,1920 x 1200,,IPS,356.78,251.9,15.67,INTEL,NVIDIA,1000.0,WINDOWS,1.97,7885.0,2814.0,FINGERPRINT READER
1230.0,DELL,16.0,DDR4,14.0,FHD,1920 x 1080,,IPS,326.0,226.0,17.6,INTEL,INTEL,512.0,WINDOWS,1.52,5002.0,1097.0,WEB CAMERA
1329.99,MSI,16.0,DDR4,15.6,FHD,1920 x 1080,144.0,IPS,359.0,254.0,21.7,INTEL,NVIDIA,516.0,WINDOWS,1.86,13001.0,6518.0,FINGERPRINT READER
759.0,HP,64.0,DDR4,15.6,HD,1366 x 768,,TN,358.0,242.0,17.9,INTEL,INTEL,2000.0,WINDOWS,1.7,3056.0,,WEB CAMERA
3989.0,MSI,16.0,DDR5,15.6,FHD,1920 x 1080,144.0,IPS,359.0,259.0,24.9,INTEL,NVIDIA,8000.0,WINDOWS,2.25,13001.0,12022.0,FINGERPRINT READER
2554.0,ASUS,16.0,DDR5,16.0,WQXGA,2560 x 1600,240.0,IPS,355.0,246.0,19.9,INTEL,NVIDIA,2000.0,WINDOWS,2.1,19272.0,11933.0,FINGERPRINT READER
999.0,DELL,32.0,DDR4,15.6,FHD,1920 x 1080,,IPS,358.5,235.56,17.5,AMD,AMD,2000.0,WINDOWS,1.71,2901.0,691.0,WEB CAMERA
1369.99,LENOVO,16.0,LPDDR5,14.0,2.8K,2880 x 1800,90.0,OLED,312.4,221.4,14.6,INTEL,INTEL,1000.0,WINDOWS,1.42,9933.0,1435.0,FINGERPRINT READER
989.0,HP,64.0,DDR4,15.6,FHD,1920 x 1080,,IPS,360.1,233.9,17.8,INTEL,INTEL,1000.0,WINDOWS,1.75,7885.0,1435.0,FINGERPRINT READER
419.0,HP,16.0,DDR4,14.0,HD,1366 x 768,,TN,324.0,225.0,17.9,AMD,AMD,512.0,WINDOWS,1.46,940.0,451.0,FINGERPRINT READER
1949.99,LG,16.0,LPDDR5,17.0,QHD+,2560 x 1600,,IPS,378.7,258.8,17.8,INTEL,INTEL,2000.0,WINDOWS,1.35,9933.0,1435.0,WEB CAMERA
1399.99,ASUS,32.0,DDR4,15.6,FHD,1920 x 1080,144.0,IPS,354.9,259.9,22.9,AMD,NVIDIA,2000.0,WINDOWS,2.3,,8841.0,FINGERPRINT READER
1899.99,ASUS,32.0,DDR4,15.6,FHD,1920 x 1080,300.0,IPS,354.9,259.9,22.9,AMD,NVIDIA,1000.0,WINDOWS,2.3,13081.0,,FINGERPRINT READER
1299.99,ASUS,16.0,DDR4,15.6,FHD,1920 x 1080,144.0,IPS,360.0,252.0,18.9,INTEL,NVIDIA,1000.0,WINDOWS,1.9,,5920.0,FINGERPRINT READER
1159.99,HP,16.0,DDR4,15.6,FHD,1920 x 1080,,IPS,358.5,242.0,19.9,INTEL,INTEL,1000.0,WINDOWS,1.75,5125.0,1435.0,WEB CAMERA
689.99,HP,20.0,DDR4,17.3,FHD,1920 x 1080,,IPS,415.0,272.0,25.0,INTEL,INTEL,512.0,WINDOWS,2.45,3056.0,,WEB CAMERA
1189.99,ACER,16.0,LPDDR5,16.0,WQUXGA,3840 x 2400,,OLED,356.7,242.3,12.95,AMD,AMD,2000.0,WINDOWS,1.17,10711.0,2282.0,FINGERPRINT READER
4199.99,ASUS,32.0,DDR5,16.0,QHD,2560 x 1600,240.0,IPS,355.0,266.0,20.5,AMD,NVIDIA,512.0,WINDOWS,2.67,34357.0,,FINGERPRINT READER
1279.99,HP,32.0,DDR4,15.6,FHD,1920 x 1080,,IPS,358.5,242.0,19.9,INTEL,INTEL,2000.0,WINDOWS,1.75,5125.0,1435.0,FINGERPRINT READER
1349.0,DELL,16.0,DDR4,16.0,WUXGA,1920 x 1200,,IPS,356.78,251.9,15.67,INTEL,NVIDIA,512.0,WINDOWS,1.97,9933.0,2814.0,FINGERPRINT READER
1399.0,LENOVO,16.0,LPDDR4X,14.0,4K UHD,3840 x 2160,,IPS,318.0,200.9,13.9,INTEL,INTEL,2000.0,WINDOWS,1.2,5481.0,1435.0,FINGERPRINT READER
999.0,HP,16.0,DDR4,14.0,FHD,1920 x 1080,,IPS,323.3,214.6,17.9,INTEL,INTEL,512.0,WINDOWS,1.32,4769.0,1097.0,FINGERPRINT READER
2789.0,HP,64.0,DDR4,17.3,FHD,1920 x 1080,,IPS,400.0,257.8,20.6,INTEL,NVIDIA,4000.0,WINDOWS,2.05,5002.0,2140.0,FINGERPRINT READER
849.99,HP,16.0,DDR4,17.3,FHD,1920 x 1080,,IPS,400.81,257.81,19.81,AMD,AMD,512.0,WINDOWS,2.07,,1129.0,FINGERPRINT READER
2929.0,HP,32.0,DDR4,16.1,FHD,1920 x 1080,144.0,IPS,369.06,245.11,22.6,AMD,NVIDIA,2000.0,WINDOWS,2.3,12472.0,4713.0,FINGERPRINT READER
1409.99,MSI,16.0,DDR4,15.6,FHD,1920 x 1080,144.0,IPS,359.0,259.0,24.9,INTEL,NVIDIA,512.0,WINDOWS,2.25,15486.0,8290.0,FINGERPRINT READER
1444.99,MSI,16.0,DDR4,15.6,FHD,1920 x 1080,144.0,IPS,359.0,259.0,24.9,INTEL,NVIDIA,4000.0,WINDOWS,2.25,15486.0,8290.0,FINGERPRINT READER
1100.0,DELL,8.0,DDR4,14.0,FHD,1920 x 1080,,IPS,326.0,226.0,17.6,INTEL,INTEL,512.0,WINDOWS,1.52,5002.0,1097.0,WEB CAMERA
1319.99,HP,16.0,DDR5,16.1,FHD,1920 x 1080,144.0,IPS,369.06,247.9,23.0,INTEL,NVIDIA,512.0,WINDOWS,2.41,12159.0,,FINGERPRINT READER
1209.99,LENOVO,16.0,LPDDR4X,14.0,2.2K,2240 x 1400,,IPS,313.1,224.9,17.4,INTEL,INTEL,512.0,WINDOWS,1.63,7885.0,1435.0,FINGERPRINT READER
3559.99,HP,16.0,DDR5,17.3,QHD,2560 x 1440,240.0,IPS,397.25,262.12,27.0,INTEL,NVIDIA,2000.0,WINDOWS,2.79,27070.0,,FINGERPRINT READER
2399.0,LENOVO,64.0,DDR5,16.0,WQXGA,2560 x 1600,165.0,IPS,19.9,0.0,0.0,AMD,NVIDIA,4000.0,WINDOWS,2.49,14111.0,11652.0,FINGERPRINT READER
1330.0,LENOVO,8.0,DDR4,15.6,FHD,1920 x 1080,,IPS,357.0,235.0,18.9,AMD,AMD,1000.0,WINDOWS,1.7,7135.0,914.0,FINGERPRINT READER
3909.0,ASUS,64.0,DDR5,16.0,WQXGA,2560 x 1600,240.0,IPS,355.0,246.0,19.9,INTEL,NVIDIA,2000.0,WINDOWS,2.1,19272.0,,FINGERPRINT READER
3399.99,ASUS,64.0,DDR5,16.0,WQUXGA,3840 x 2400,,OLED,362.0,264.0,19.9,INTEL,NVIDIA,4000.0,WINDOWS,2.4,15486.0,,FINGERPRINT READER
1099.0,HP,16.0,DDR4,17.3,FHD,1920 x 1080,,IPS,400.0,257.8,20.6,INTEL,INTEL,256.0,WINDOWS,2.05,7885.0,1435.0,FINGERPRINT READER
1179.99,HP,64.0,DDR4,15.6,HD,1366 x 768,,TN,358.0,242.0,17.9,INTEL,INTEL,1000.0,WINDOWS,1.7,,1097.0,WEB CAMERA
599.99,ACER,16.0,DDR4,15.6,FHD,1920 x 1080,,IPS,363.4,250.5,17.9,AMD,AMD,1000.0,WINDOWS,1.8,7135.0,914.0,FINGERPRINT READER
2169.0,ASUS,64.0,DDR5,17.3,QHD,2560 x 1440,240.0,IPS,395.0,282.0,23.4,AMD,NVIDIA,1000.0,WINDOWS,2.8,34357.0,10610.0,FINGERPRINT READER
949.0,MSI,16.0,DDR4,15.6,FHD,1920 x 1080,,IPS,359.0,254.0,21.7,INTEL,NVIDIA,512.0,WINDOWS,1.86,8200.0,7534.0,FINGERPRINT READER
1899.0,DELL,64.0,DDR4,14.0,FHD+,1920 x 1200,,IPS,314.0,227.5,15.7,INTEL,INTEL,4000.0,WINDOWS,1.66,7885.0,1435.0,FINGERPRINT READER
1869.0,HP,16.0,DDR5,17.3,FHD,1920 x 1080,144.0,IPS,397.25,262.12,27.0,INTEL,NVIDIA,2000.0,WINDOWS,2.79,15486.0,,FINGERPRINT READER
1669.0,HP,16.0,DDR5,17.3,FHD,1920 x 1080,144.0,IPS,397.25,262.12,27.0,INTEL,NVIDIA,512.0,WINDOWS,2.79,15486.0,,FINGERPRINT READER
699.99,ACER,8.0,LPDDR4X,14.0,FHD,1920 x 1080,,IPS,322.8,212.2,15.9,INTEL,INTEL,512.0,WINDOWS,1.2,5002.0,1097.0,FINGERPRINT READER
1690.0,DELL,64.0,DDR4,15.6,FHD,1920 x 1080,,IPS,358.5,235.56,17.5,AMD,AMD,1000.0,WINDOWS,1.71,2901.0,691.0,FINGERPRINT READER
749.0,HP,16.0,DDR4,17.3,HD+,1600 x 900,,TN,400.7,257.8,19.9,AMD,AMD,512.0,WINDOWS,2.38,7135.0,914.0,WEB CAMERA
1549.99,DELL,64.0,DDR4,14.0,FHD+,1920 x 1200,,IPS,314.0,227.5,15.7,INTEL,INTEL,2000.0,WINDOWS,1.55,7885.0,1435.0,FINGERPRINT READER
919.99,DELL,16.0,DDR4,15.6,FHD,1920 x 1080,,IPS,358.5,235.56,17.5,INTEL,INTEL,1000.0,WINDOWS,1.73,5002.0,1097.0,FINGERPRINT READER
1285.0,DELL,16.0,DDR4,15.6,FHD,1920 x 1080,,IPS,357.0,235.0,17.0,INTEL,INTEL,512.0,LINUX,1.78,,384.0,WEB CAMERA
489.99,ASUS,8.0,DDR4,14.0,FHD,1920 x 1080,,TN,325.4,216.0,19.9,INTEL,INTEL,256.0,WINDOWS,1.55,5002.0,1097.0,FINGERPRINT READER
899.99,HP,16.0,DDR4,15.6,FHD,1920 x 1080,,IPS,360.0,257.0,23.5,AMD,NVIDIA,512.0,WINDOWS,1.98,,4979.0,FINGERPRINT READER
2149.0,MSI,32.0,LPDDR5,16.0,WQXGA,2560 x 1600,165.0,IPS,358.0,258.55,16.85,INTEL,NVIDIA,2000.0,WINDOWS,2.1,18162.0,,FINGERPRINT READER
1479.0,ASUS,32.0,DDR5,15.6,FHD,1920 x 1080,144.0,IPS,354.0,251.0,19.9,INTEL,NVIDIA,1000.0,WINDOWS,2.0,13001.0,,FINGERPRINT READER
1449.0,ASUS,16.0,DDR5,15.6,FHD,1920 x 1080,144.0,IPS,354.0,251.0,19.9,INTEL,NVIDIA,512.0,WINDOWS,2.0,13001.0,,FINGERPRINT READER
999.0,ASUS,16.0,DDR5,15.6,FHD,1920 x 1080,144.0,IPS,354.0,251.0,22.4,AMD,NVIDIA,512.0,WINDOWS,2.2,14193.0,5936.0,FINGERPRINT READER
1039.99,ASUS,16.0,DDR4,15.6,FHD,1920 x 1080,144.0,IPS,354.9,259.9,22.9,AMD,NVIDIA,512.0,WINDOWS,2.3,,8841.0,FINGERPRINT READER
1789.0,LENOVO,16.0,LPDDR5,14.0,FHD+,1920 x 1200,,IPS,317.5,226.9,16.9,INTEL,INTEL,256.0,WINDOWS,1.21,7916.0,1097.0,FINGERPRINT READER
899.0,HP,8.0,DDR4,15.6,HD,1366 x 768,,TN,358.0,242.0,19.9,AMD,AMD,256.0,WINDOWS,1.74,,451.0,WEB CAMERA
639.99,ACER,16.0,DDR4,14.0,FHD,1920 x 1080,,IPS,328.0,223.0,17.9,INTEL,INTEL,2000.0,WINDOWS,1.45,5002.0,1097.0,WEB CAMERA
8269.0,AORUS,32.0,DDR4,17.3,FHD,1920 x 1080,360.0,IPS,398.0,254.0,24.0,INTEL,NVIDIA,8000.0,WINDOWS,2.7,15486.0,,FINGERPRINT READER
2959.99,ASUS,32.0,DDR5,17.3,QHD,2560 x 1440,240.0,IPS,395.0,282.0,23.4,AMD,NVIDIA,1000.0,WINDOWS,2.8,34357.0,11933.0,FINGERPRINT READER
999.0,HP,64.0,DDR4,14.0,FHD,1920 x 1080,,IPS,321.81,213.86,19.9,INTEL,INTEL,2000.0,WINDOWS,1.37,7916.0,1097.0,FINGERPRINT READER
1799.0,HP,16.0,DDR4,16.0,3K,3072 x 1920,,IPS,357.86,245.36,19.81,INTEL,INTEL,2000.0,WINDOWS,2.01,15486.0,1435.0,FINGERPRINT READER
367.87,LENOVO,4.0,LPDDR4X,11.6,HD,1366 x 768,,IPS,289.6,202.4,19.9,INTEL,INTEL,32.0,CHROME OS,1.33,977.0,470.0,FINGERPRINT READER
1814.99,ASUS,32.0,DDR5,15.6,FHD,1920 x 1080,144.0,IPS,354.0,251.0,22.4,AMD,NVIDIA,1000.0,WINDOWS,2.2,13862.0,8530.0,FINGERPRINT READER
1219.99,MSI,16.0,DDR4,15.6,FHD,1920 x 1080,144.0,IPS,359.0,254.0,21.7,INTEL,NVIDIA,1000.0,WINDOWS,1.86,8200.0,7534.0,FINGERPRINT READER
1559.0,MSI,64.0,DDR4,15.6,FHD,1920 x 1080,144.0,IPS,359.0,254.0,21.7,INTEL,NVIDIA,1000.0,WINDOWS,1.86,13001.0,6518.0,FINGERPRINT READER
1339.0,LENOVO,24.0,DDR4,15.6,FHD,1920 x 1080,,IPS,365.8,248.0,19.1,INTEL,INTEL,1000.0,WINDOWS,1.75,5125.0,1435.0,FINGERPRINT READER
1979.0,HP,32.0,DDR4,14.0,FHD,1920 x 1080,,IPS,324.0,225.0,17.9,AMD,AMD,2000.0,WINDOWS,1.46,7135.0,914.0,WEB CAMERA
1649.0,ASUS,64.0,DDR5,17.3,FHD,1920 x 1080,144.0,IPS,395.0,264.0,22.9,AMD,NVIDIA,1000.0,WINDOWS,2.6,13862.0,8530.0,FINGERPRINT READER
1009.0,DELL,64.0,DDR4,15.6,FHD,1920 x 1080,,IPS,357.8,236.2,19.9,INTEL,INTEL,512.0,WINDOWS,1.59,4769.0,1097.0,FINGERPRINT READER
1390.0,DELL,32.0,DDR4,15.6,FHD,1920 x 1080,,IPS,357.8,236.2,19.9,INTEL,INTEL,2000.0,WINDOWS,1.59,4769.0,1097.0,FINGERPRINT READER
949.99,DELL,32.0,DDR4,14.0,FHD+,1920 x 1200,,IPS,314.0,227.5,15.7,AMD,AMD,1000.0,WINDOWS,1.73,10523.0,1129.0,FINGERPRINT READER
1265.1,HP,32.0,DDR4,14.0,FHD,1920 x 1080,,IPS,321.81,213.86,19.81,AMD,AMD,1000.0,WINDOWS,1.4,,1129.0,FINGERPRINT READER
1039.0,HP,8.0,DDR4,17.3,HD+,1600 x 900,,TN,400.7,257.8,19.9,AMD,AMD,256.0,WINDOWS,2.38,7135.0,914.0,FINGERPRINT READER
1319.0,LENOVO,16.0,DDR4,14.0,FHD,1920 x 1080,,IPS,324.0,220.7,17.9,AMD,AMD,512.0,WINDOWS,1.64,8919.0,1129.0,WEB CAMERA
